episode_id,scenario_type,configuration,planner_seed,recovery_days,recovered,total_cost,service_cov,mean_service,air_expedites,air_expedite_noops,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
48,single,planner_daily_h28,mean,0.0,1.0,286310.8889315473,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
48,single,planner_daily_h56,mean,0.0,1.0,286310.8889315473,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
48,single,planner_daily_h14_k48,mean,0.0,1.0,349787.8382147088,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
49,dual,rl_only,,56.0,True,412489.382,0.1794,0.9532,,,,,,,,
49,dual,crl,,15.0,True,382646.16,0.023,0.9978,,,,,,,,
49,dual,planner_weekly_h14,mean,69.0,1.0,434219.6587021636,0.2666129853913882,0.9560256748834,0.0,0.0,109.0,2.0,0.0,9.0,0.0,0.0
49,dual,planner_daily_h14,mean,64.0,1.0,464877.79501698696,0.23285883232689325,0.9624020232865578,0.8,0.0,50.6,6.0,0.8,62.6,0.0,0.0
49,dual,planner_daily_no_expedite,mean,48.2,1.0,430739.9727300264,0.22740136063228839,0.9766994815934856,0.0,0.0,49.2,7.4,0.0,63.4,0.0,0.0
49,dual,planner_daily_expedite_7d,mean,67.0,0.8,434178.5802182074,0.1516742994209619,0.982152942692748,0.4,0.0,47.8,7.2,0.4,64.6,0.0,0.0
49,dual,planner_daily_h28,mean,65.6,0.6,536549.4568747294,0.08158579749477904,0.9837741305312321,2.6,0.0,31.2,9.8,2.6,76.4,0.0,0.0
49,dual,planner_daily_h56,mean,0.0,1.0,1023773.4184449657,0.0,1.0,15.2,0.0,94.8,10.0,15.2,0.0,0.0,0.0
49,dual,planner_daily_h14_k48,mean,52.2,1.0,423164.0216127405,0.17339371974636847,0.9841797969607982,0.0,0.0,51.0,6.8,0.0,62.2,0.0,0.0
50,compound,rl_only,,62.6,True,664593.526,0.4427,0.8948,,,,,,,,
50,compound,crl,,63.2,True,483767.636,0.2696,0.9602,,,,,,,,
50,compound,planner_weekly_h14,mean,110.0,0.0,705769.365510317,0.3770078596723776,0.8654904838040458,4.0,0.0,115.0,1.0,4.0,0.0,0.0,0.0
50,compound,planner_daily_h14,mean,32.2,1.0,1694093.6139999952,0.4896363093593868,0.9398328371908498,26.8,4.8,20.2,0.2,26.8,72.8,0.0,0.0
50,compound,planner_daily_no_expedite,mean,95.8,1.0,633854.4880953194,0.4369952543155846,0.8548603428004222,0.0,0.0,58.2,10.0,0.0,51.6,0.0,0.2
50,compound,planner_daily_expedite_7d,mean,84.4,1.0,737328.6710199533,0.402733976253293,0.8926086712130626,3.0,0.0,54.0,8.6,3.0,54.2,0.0,0.2
50,compound,planner_daily_h28,mean,50.4,1.0,1274532.2355720787,0.1898750478871563,0.9822818237178204,14.6,0.0,32.2,9.6,14.6,63.6,0.0,0.0
50,compound,planner_daily_h56,mean,0.0,1.0,1643242.394953951,0.0,1.0,22.0,0.0,88.0,10.0,22.0,0.0,0.0,0.0
50,compound,planner_daily_h14_k48,mean,33.0,1.0,1709363.299493766,0.5203718257757144,0.9325601099181224,25.6,3.6,21.0,0.0,25.6,73.4,0.0,0.0
51,single,rl_only,,0.0,True,376258.916,0.0,1.0,,,,,,,,
51,single,crl,,0.0,True,400945.56,0.0,1.0,,,,,,,,
51,single,planner_weekly_h14,mean,0.0,1.0,369704.06612904853,0.0,1.0,0.0,0.0,104.0,0.0,0.0,16.0,0.0,0.0
51,single,planner_daily_h14,mean,0.0,1.0,372110.89186583954,0.0,1.0,0.0,0.0,10.4,0.0,0.0,109.6,0.0,0.0
51,single,planner_daily_no_expedite,mean,0.0,1.0,372110.89186583954,0.0,1.0,0.0,0.0,10.4,0.0,0.0,109.6,0.0,0.0
51,single,planner_daily_expedite_7d,mean,0.0,1.0,372110.89186583954,0.0,1.0,0.0,0.0,10.4,0.0,0.0,109.6,0.0,0.0
51,single,planner_daily_h28,mean,0.0,1.0,318727.92867564975,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
51,single,planner_daily_h56,mean,0.0,1.0,498733.2031199079,0.0,1.0,4.0,0.0,108.6,7.4,4.0,0.0,0.0,0.0
51,single,planner_daily_h14_k48,mean,0.0,1.0,372110.89186583954,0.0,1.0,0.0,0.0,10.2,0.0,0.0,109.8,0.0,0.0
52,dual,rl_only,,0.0,True,311742.732,0.0,1.0,,,,,,,,
52,dual,crl,,0.0,True,301703.45,0.0,1.0,,,,,,,,
52,dual,planner_weekly_h14,mean,0.0,1.0,333620.0697868684,0.0,1.0,0.0,0.0,107.0,0.0,0.0,13.0,0.0,0.0
52,dual,planner_daily_h14,mean,0.0,1.0,334492.2283309613,0.0,1.0,0.0,0.0,23.8,0.0,0.0,96.2,0.0,0.0
52,dual,planner_daily_no_expedite,mean,0.0,1.0,334492.2283309613,0.0,1.0,0.0,0.0,23.8,0.0,0.0,96.2,0.0,0.0
52,dual,planner_daily_expedite_7d,mean,0.0,1.0,334492.2283309613,0.0,1.0,0.0,0.0,23.8,0.0,0.0,96.2,0.0,0.0
52,dual,planner_daily_h28,mean,0.0,1.0,939256.6685305955,0.0,1.0,18.8,0.0,101.2,0.0,18.8,0.0,0.0,0.0
52,dual,planner_daily_h56,mean,0.0,1.0,1158114.9238440674,0.0,1.0,30.6,7.6,89.4,0.0,30.6,0.0,0.0,0.0
52,dual,planner_daily_h14_k48,mean,0.0,1.0,334289.60772994236,0.0,1.0,0.0,0.0,24.0,0.0,0.0,96.0,0.0,0.0
53,compound,rl_only,,35.4,True,343700.974,0.1694,0.9749,,,,,,,,
53,compound,crl,,0.0,True,350281.702,0.0,1.0,,,,,,,,
53,compound,planner_weekly_h14,mean,77.0,1.0,441801.98070128623,0.15130228513142352,0.978128473070561,4.0,0.0,107.0,0.0,4.0,9.0,0.0,0.0
53,compound,planner_daily_h14,mean,31.0,1.0,1370498.6759979352,0.0627928624402641,0.9968057560595257,23.6,1.0,20.4,0.0,23.6,76.0,0.0,0.0
53,compound,planner_daily_no_expedite,mean,90.2,0.6,373452.5202501209,0.16480289873534865,0.9688892790648123,0.0,0.0,50.0,10.0,0.0,59.4,0.0,0.6
53,compound,planner_daily_expedite_7d,mean,21.2,1.0,501029.92350526975,0.07157917050875631,0.9755363263341591,2.6,0.0,36.8,8.8,2.6,71.2,0.0,0.6
53,compound,planner_daily_h28,mean,0.0,1.0,959455.5866714703,0.0,1.0,13.4,0.0,45.2,8.4,13.4,53.0,0.0,0.0
53,compound,planner_daily_h56,mean,0.0,1.0,1181932.6901249099,0.0,1.0,19.0,0.0,91.0,10.0,19.0,0.0,0.0,0.0
53,compound,planner_daily_h14_k48,mean,31.0,1.0,1374329.5404784807,0.0627928624402641,0.9968057560595257,23.8,1.0,20.2,0.0,23.8,76.0,0.0,0.0
54,single,rl_only,,0.0,True,393547.268,0.0,1.0,,,,,,,,
54,single,crl,,0.0,True,377356.834,0.0,1.0,,,,,,,,
54,single,planner_weekly_h14,mean,0.0,1.0,372758.61364649725,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
54,single,planner_daily_h14,mean,0.0,1.0,372758.61364649725,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
54,single,planner_daily_no_expedite,mean,0.0,1.0,372758.61364649725,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
54,single,planner_daily_expedite_7d,mean,0.0,1.0,372758.61364649725,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
54,single,planner_daily_h28,mean,0.0,1.0,372758.61364649725,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
54,single,planner_daily_h56,mean,0.0,1.0,372758.61364649725,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
54,single,planner_daily_h14_k48,mean,0.0,1.0,372758.61364649725,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
55,dual,rl_only,,20.2,True,364098.944,0.0575,0.9845,,,,,,,,
55,dual,crl,,0.0,True,376889.64,0.0,1.0,,,,,,,,
55,dual,planner_weekly_h14,mean,0.0,1.0,364119.8967588111,0.0,1.0,0.0,0.0,104.0,0.0,0.0,16.0,0.0,0.0
55,dual,planner_daily_h14,mean,0.0,1.0,383907.30325652583,0.0,1.0,0.0,0.0,15.6,1.0,0.0,103.4,0.0,0.0
55,dual,planner_daily_no_expedite,mean,0.0,1.0,383907.30325652583,0.0,1.0,0.0,0.0,15.6,1.0,0.0,103.4,0.0,0.0
55,dual,planner_daily_expedite_7d,mean,0.0,1.0,383907.30325652583,0.0,1.0,0.0,0.0,15.6,1.0,0.0,103.4,0.0,0.0
55,dual,planner_daily_h28,mean,0.0,1.0,531717.7366781711,0.0,1.0,5.0,0.0,105.8,9.2,5.0,0.0,0.0,0.0
55,dual,planner_daily_h56,mean,0.0,1.0,360639.52890946815,0.0,1.0,0.0,0.0,110.0,10.0,0.0,0.0,0.0,0.0
55,dual,planner_daily_h14_k48,mean,0.0,1.0,365110.53048399807,0.0,1.0,0.0,0.0,17.8,0.0,0.0,102.2,0.0,0.0
56,compound,rl_only,,109.6,True,570479.77,0.3329,0.893,,,,,,,,
56,compound,crl,,109.4,True,564588.224,0.3146,0.9018,,,,,,,,
56,compound,planner_weekly_h14,mean,92.8,1.0,701548.9544527392,0.3667498498071911,0.8937478961435129,4.2,0.0,112.2,0.0,4.2,3.6,0.0,0.0
56,compound,planner_daily_h14,mean,32.8,1.0,1728498.619318229,0.4304486580366513,0.950221903262112,25.2,3.2,21.8,0.0,25.2,73.0,0.0,0.0
56,compound,planner_daily_no_expedite,mean,110.0,0.0,551989.800067607,0.30631894205894616,0.906775436363857,0.0,0.0,61.0,0.0,0.0,58.0,0.0,1.0
56,compound,planner_daily_expedite_7d,mean,110.0,0.0,701548.8969964846,0.39290589562734374,0.8563428276293328,3.0,0.0,64.8,0.0,3.0,51.2,0.0,1.0
56,compound,planner_daily_h28,mean,29.0,1.0,1363757.7738695287,0.22257721870113928,0.9838010744582728,39.8,16.0,80.2,0.0,39.8,0.0,0.0,0.0
56,compound,planner_daily_h56,mean,28.0,1.0,1323960.495409838,0.19263817384948903,0.9905074552524923,41.0,17.0,79.0,0.0,41.0,0.0,0.0,0.0
56,compound,planner_daily_h14_k48,mean,32.4,1.0,1715021.6169134967,0.41313162852787233,0.9538582668984757,25.4,3.4,21.4,0.0,25.4,73.2,0.0,0.0
57,single,rl_only,,0.0,True,392337.94,0.0,1.0,,,,,,,,
57,single,crl,,0.0,True,371383.918,0.0,1.0,,,,,,,,
57,single,planner_weekly_h14,mean,0.0,1.0,416512.570814248,0.0,1.0,0.0,0.0,104.0,0.0,0.0,16.0,0.0,0.0
57,single,planner_daily_h14,mean,0.0,1.0,416874.4598865072,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
57,single,planner_daily_no_expedite,mean,0.0,1.0,416874.4598865072,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
57,single,planner_daily_expedite_7d,mean,0.0,1.0,416874.4598865072,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
57,single,planner_daily_h28,mean,0.0,1.0,361044.5789707878,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
57,single,planner_daily_h56,mean,0.0,1.0,361044.5789707878,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
57,single,planner_daily_h14_k48,mean,0.0,1.0,416874.4598865072,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
58,dual,rl_only,,0.0,True,338153.276,0.0,1.0,,,,,,,,
58,dual,crl,,0.0,True,326514.85,0.0,1.0,,,,,,,,
58,dual,planner_weekly_h14,mean,0.0,1.0,365434.90877426986,0.0,1.0,0.0,0.0,104.8,0.0,0.0,15.2,0.0,0.0
58,dual,planner_daily_h14,mean,0.0,1.0,363453.5206654419,0.0,1.0,0.0,0.0,22.4,0.0,0.0,97.6,0.0,0.0
58,dual,planner_daily_no_expedite,mean,0.0,1.0,363453.5206654419,0.0,1.0,0.0,0.0,22.4,0.0,0.0,97.6,0.0,0.0
58,dual,planner_daily_expedite_7d,mean,0.0,1.0,363453.5206654419,0.0,1.0,0.0,0.0,22.4,0.0,0.0,97.6,0.0,0.0
58,dual,planner_daily_h28,mean,88.0,0.2,767787.9248876845,0.10834617519670028,0.9784087377173043,14.8,0.0,105.2,0.0,14.8,0.0,0.0,0.0
58,dual,planner_daily_h56,mean,0.0,1.0,1211476.7564857537,0.0,1.0,26.2,2.2,93.8,0.0,26.2,0.0,0.0,0.0
58,dual,planner_daily_h14_k48,mean,0.0,1.0,363453.5206654419,0.0,1.0,0.0,0.0,23.6,0.0,0.0,96.4,0.0,0.0
59,compound,rl_only,,28.0,True,372748.122,0.0764,0.9863,,,,,,,,
59,compound,crl,,0.0,True,395767.846,0.0,1.0,,,,,,,,
59,compound,planner_weekly_h14,mean,0.0,1.0,432601.58779220283,0.0,1.0,2.2,0.0,110.0,0.8,2.2,7.0,0.0,0.0
59,compound,planner_daily_h14,mean,0.0,1.0,888430.6843185637,0.0,1.0,9.6,0.0,29.8,4.2,9.6,76.4,0.0,0.0
59,compound,planner_daily_no_expedite,mean,60.6,1.0,412479.3514798343,0.04477046604587899,0.9956240606880555,0.0,0.0,39.0,8.6,0.0,72.4,0.0,0.0
59,compound,planner_daily_expedite_7d,mean,0.0,1.0,476577.3395440436,0.0,1.0,1.0,0.0,31.2,8.4,1.0,79.4,0.0,0.0
59,compound,planner_daily_h28,mean,0.0,1.0,997763.1855008838,0.0,1.0,11.6,0.0,47.4,9.0,11.6,52.0,0.0,0.0
59,compound,planner_daily_h56,mean,0.0,1.0,1300685.335745615,0.0,1.0,19.4,0.0,91.6,9.0,19.4,0.0,0.0,0.0
59,compound,planner_daily_h14_k48,mean,15.4,1.0,732513.0634574489,0.03894136886069495,0.9944526320170297,6.4,0.0,31.8,6.2,6.4,75.6,0.0,0.0
60,single,rl_only,,99.0,True,457410.742,0.2282,0.9504,,,,,,,,
60,single,crl,,73.4,True,459745.708,0.1407,0.9664,,,,,,,,
60,single,planner_weekly_h14,mean,109.0,1.0,576636.8245248605,0.35894964222908465,0.8784960385209928,0.0,0.0,107.6,2.0,0.0,10.4,0.0,0.0
60,single,planner_daily_h14,mean,104.2,1.0,584985.025353784,0.34631526582903954,0.8888176227899797,0.0,0.0,53.4,5.6,0.0,61.0,0.0,0.0
60,single,planner_daily_no_expedite,mean,104.2,1.0,584985.025353784,0.34631526582903954,0.8888176227899797,0.0,0.0,53.4,5.6,0.0,61.0,0.0,0.0
60,single,planner_daily_expedite_7d,mean,104.2,1.0,584985.025353784,0.34631526582903954,0.8888176227899797,0.0,0.0,53.4,5.6,0.0,61.0,0.0,0.0
60,single,planner_daily_h28,mean,76.8,1.0,520162.8455732531,0.2805693219213843,0.9166157543020994,1.6,0.0,110.2,8.2,1.6,0.0,0.0,0.0
60,single,planner_daily_h56,mean,95.0,1.0,394484.9398991921,0.14695242691556532,0.9798415701088439,0.0,0.0,110.0,10.0,0.0,0.0,0.0,0.0
60,single,planner_daily_h14_k48,mean,101.8,1.0,583700.0349903892,0.3365513625546968,0.8973678967844856,0.0,0.0,50.2,5.6,0.0,64.2,0.0,0.0
61,dual,rl_only,,41.0,True,350245.012,0.0409,0.9955,,,,,,,,
61,dual,crl,,21.4,True,374973.178,0.0401,0.9916,,,,,,,,
61,dual,planner_weekly_h14,mean,0.0,1.0,399121.0101084924,0.0,1.0,0.0,0.0,104.6,1.0,0.0,14.4,0.0,0.0
61,dual,planner_daily_h14,mean,22.0,0.8,407134.193535291,0.05841357228530224,0.9836077849267205,0.0,0.0,26.8,4.0,0.0,89.2,0.0,0.0
61,dual,planner_daily_no_expedite,mean,22.0,0.8,407134.193535291,0.05841357228530224,0.9836077849267205,0.0,0.0,26.8,4.0,0.0,89.2,0.0,0.0
61,dual,planner_daily_expedite_7d,mean,22.0,0.8,407134.193535291,0.05841357228530224,0.9836077849267205,0.0,0.0,26.8,4.0,0.0,89.2,0.0,0.0
61,dual,planner_daily_h28,mean,0.0,1.0,557413.1989070973,0.0,1.0,5.6,0.0,86.4,9.8,5.6,18.2,0.0,0.0
61,dual,planner_daily_h56,mean,0.0,1.0,346233.10561880714,0.0,1.0,0.0,0.0,110.0,10.0,0.0,0.0,0.0,0.0
61,dual,planner_daily_h14_k48,mean,0.0,1.0,399121.0101084924,0.0,1.0,0.0,0.0,23.8,3.2,0.0,93.0,0.0,0.0
62,compound,rl_only,,89.4,True,493061.248,0.3481,0.9122,,,,,,,,
62,compound,crl,,102.0,True,435960.952,0.1789,0.9663,,,,,,,,
62,compound,planner_weekly_h14,mean,109.0,1.0,501861.5840893659,0.267881637884368,0.9223457578632933,2.0,0.0,116.0,2.0,2.0,0.0,0.0,0.0
62,compound,planner_daily_h14,mean,63.8,0.6,976169.4889566969,0.24325276930623332,0.955929294490236,16.8,0.0,69.8,8.4,16.8,25.0,0.0,0.0
62,compound,planner_daily_no_expedite,mean,83.0,1.0,444306.0776235551,0.2712523734486207,0.9408511195071247,0.0,0.0,110.8,9.2,0.0,0.0,0.0,0.0
62,compound,planner_daily_expedite_7d,mean,64.4,1.0,580036.7175529905,0.22967501509600438,0.9580251420711718,4.0,0.0,107.8,8.2,4.0,0.0,0.0,0.0
62,compound,planner_daily_h28,mean,82.0,1.0,1023584.789785781,0.21788043240014948,0.9428777284260249,10.4,0.0,29.8,9.8,10.4,70.0,0.0,0.0
62,compound,planner_daily_h56,mean,0.0,1.0,1179505.3702265713,0.0,1.0,18.4,0.0,91.6,10.0,18.4,0.0,0.0,0.0
62,compound,planner_daily_h14_k48,mean,49.2,0.8,1001269.8100672269,0.24430087137474907,0.9738079066068392,16.8,0.0,66.6,8.2,16.8,28.4,0.0,0.0
63,single,rl_only,,0.0,True,347529.934,0.0,1.0,,,,,,,,
63,single,crl,,0.0,True,336850.538,0.0,1.0,,,,,,,,
63,single,planner_weekly_h14,mean,0.0,1.0,381485.9463978978,0.0,1.0,0.0,0.0,104.0,0.0,0.0,16.0,0.0,0.0
63,single,planner_daily_h14,mean,0.0,1.0,381999.41341169557,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
63,single,planner_daily_no_expedite,mean,0.0,1.0,381999.41341169557,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
63,single,planner_daily_expedite_7d,mean,0.0,1.0,381999.41341169557,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
63,single,planner_daily_h28,mean,0.0,1.0,311736.71299973066,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
63,single,planner_daily_h56,mean,59.6,1.0,625948.0293700235,0.08358609174605942,0.9875280963784256,10.0,0.0,110.0,0.0,10.0,0.0,0.0,0.0
63,single,planner_daily_h14_k48,mean,0.0,1.0,381999.41341169557,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
64,dual,rl_only,,70.2,True,510629.71,0.4874,0.8694,,,,,,,,
64,dual,crl,,80.8,True,527126.296,0.486,0.8514,,,,,,,,
64,dual,planner_weekly_h14,mean,72.8,1.0,619535.1875259063,0.48609558647273526,0.86231099202138,3.2,0.0,110.4,0.0,3.2,6.4,0.0,0.0
64,dual,planner_daily_h14,mean,23.8,1.0,1416755.2610495328,0.3297690441869632,0.9765807381772573,21.8,0.0,15.8,0.0,21.8,82.4,0.0,0.0
64,dual,planner_daily_no_expedite,mean,88.8,1.0,503852.0777899471,0.3562560237664753,0.8961863449928165,0.0,0.0,66.2,0.0,0.0,53.0,0.0,0.8
64,dual,planner_daily_expedite_7d,mean,89.4,1.0,639530.8189226516,0.41599173647953797,0.8678766800387028,3.8,0.0,60.8,0.0,3.8,54.8,0.0,0.6
64,dual,planner_daily_h28,mean,0.0,1.0,1106186.2746972432,0.0,1.0,32.2,9.2,87.8,0.0,32.2,0.0,0.0,0.0
64,dual,planner_daily_h56,mean,0.0,1.0,1101978.4498363337,0.0,1.0,33.0,10.0,87.0,0.0,33.0,0.0,0.0,0.0
64,dual,planner_daily_h14_k48,mean,23.2,1.0,1402457.539797656,0.3148500542059698,0.9785586943033471,21.8,0.0,15.8,0.0,21.8,82.4,0.0,0.0
65,compound,rl_only,,0.0,True,394806.666,0.0,1.0,,,,,,,,
65,compound,crl,,0.0,True,426699.684,0.0,1.0,,,,,,,,
65,compound,planner_weekly_h14,mean,0.0,1.0,451880.2385895866,0.0,1.0,2.0,0.0,106.0,0.0,2.0,12.0,0.0,0.0
65,compound,planner_daily_h14,mean,44.0,0.6,443550.76132305537,0.03875348593111495,0.9958114229390539,0.4,0.0,35.0,5.2,0.4,79.4,0.0,0.0
65,compound,planner_daily_no_expedite,mean,66.0,0.4,417182.80272739026,0.05813022889667243,0.9937171344085808,0.0,0.0,36.6,5.6,0.0,77.8,0.0,0.0
65,compound,planner_daily_expedite_7d,mean,44.0,0.6,431519.9586131504,0.03875348593111495,0.9958114229390539,0.2,0.0,34.4,5.4,0.2,80.0,0.0,0.0
65,compound,planner_daily_h28,mean,0.0,1.0,853519.3476075416,0.0,1.0,8.2,0.0,50.0,10.0,8.2,51.8,0.0,0.0
65,compound,planner_daily_h56,mean,0.0,1.0,933048.8995435301,0.0,1.0,12.8,0.0,97.2,10.0,12.8,0.0,0.0,0.0
65,compound,planner_daily_h14_k48,mean,22.0,0.8,847341.8458325838,0.019376742965557477,0.9979057114695269,8.8,0.0,31.0,2.0,8.8,78.2,0.0,0.0
66,single,rl_only,,0.0,True,329416.02,0.0,1.0,,,,,,,,
66,single,crl,,0.0,True,315755.598,0.0,1.0,,,,,,,,
66,single,planner_weekly_h14,mean,0.0,1.0,361446.42872260057,0.0,1.0,0.0,0.0,104.0,0.0,0.0,16.0,0.0,0.0
66,single,planner_daily_h14,mean,0.0,1.0,360807.7614433371,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
66,single,planner_daily_no_expedite,mean,0.0,1.0,360807.7614433371,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
66,single,planner_daily_expedite_7d,mean,0.0,1.0,360807.7614433371,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
66,single,planner_daily_h28,mean,0.0,1.0,293867.5376584437,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
66,single,planner_daily_h56,mean,0.0,1.0,343283.1436539147,0.0,1.0,2.0,0.0,118.0,0.0,2.0,0.0,0.0,0.0
66,single,planner_daily_h14_k48,mean,0.0,1.0,360807.7614433371,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
67,dual,rl_only,,68.4,True,482752.366,0.4193,0.9021,,,,,,,,
67,dual,crl,,68.2,True,499043.626,0.4258,0.8999,,,,,,,,
67,dual,planner_weekly_h14,mean,70.0,1.0,590095.7247730928,0.4128164719888455,0.8998036316408415,2.0,0.0,108.0,0.0,2.0,10.0,0.0,0.0
67,dual,planner_daily_h14,mean,76.0,0.4,1105460.810924913,0.30849043380333513,0.9389094814539586,15.0,0.0,23.2,0.0,15.0,81.8,0.0,0.0
67,dual,planner_daily_no_expedite,mean,95.0,1.0,521669.047645497,0.33274100113960825,0.908049240560508,0.0,0.0,48.6,0.0,0.0,70.8,0.0,0.6
67,dual,planner_daily_expedite_7d,mean,71.0,1.0,662566.1603282043,0.5063284846651834,0.8602256609700877,3.0,0.0,53.6,0.0,3.0,62.8,0.0,0.6
67,dual,planner_daily_h28,mean,0.0,1.0,1198185.7099162415,0.0,1.0,26.6,3.6,93.4,0.0,26.6,0.0,0.0,0.0
67,dual,planner_daily_h56,mean,0.0,1.0,1170676.0526192917,0.0,1.0,31.4,8.4,88.6,0.0,31.4,0.0,0.0,0.0
67,dual,planner_daily_h14_k48,mean,59.0,0.6,1136758.908446569,0.29572044966529176,0.9592013678856954,15.8,0.0,20.0,0.0,15.8,84.2,0.0,0.0
68,compound,rl_only,,85.6,True,502443.082,0.344,0.9189,,,,,,,,
68,compound,crl,,78.4,True,487065.658,0.2377,0.9543,,,,,,,,
68,compound,planner_weekly_h14,mean,84.6,1.0,652163.0690302333,0.41570600349433845,0.875919170097354,4.0,0.0,115.2,0.8,4.0,0.0,0.0,0.0
68,compound,planner_daily_h14,mean,28.0,1.0,1593238.5665996417,0.34846939609002026,0.9683456068928008,26.8,4.0,17.8,0.0,26.8,75.4,0.0,0.0
68,compound,planner_daily_no_expedite,mean,53.0,1.0,530791.9738887649,0.319902862375809,0.9523290360456806,0.0,0.0,38.4,10.0,0.0,71.4,0.0,0.2
68,compound,planner_daily_expedite_7d,mean,95.0,1.0,691002.9776234232,0.24170738013115303,0.9372786833147583,3.0,0.0,53.6,8.8,3.0,54.4,0.0,0.2
68,compound,planner_daily_h28,mean,38.6,1.0,1212321.6187820912,0.21164918765039023,0.9871320778819598,14.0,0.0,12.0,9.2,14.0,84.8,0.0,0.0
68,compound,planner_daily_h56,mean,22.0,1.0,1503463.5074321877,0.16541889270339552,0.9930320521791096,21.0,0.0,89.0,10.0,21.0,0.0,0.0,0.0
68,compound,planner_daily_h14_k48,mean,28.0,1.0,1599196.718724919,0.34846939609002026,0.9683456068928008,27.0,4.0,17.8,0.0,27.0,75.2,0.0,0.0
69,single,rl_only,,0.0,True,377466.126,0.0,1.0,,,,,,,,
69,single,crl,,0.0,True,391243.002,0.0,1.0,,,,,,,,
69,single,planner_weekly_h14,mean,0.0,1.0,383029.0738676682,0.0,1.0,0.0,0.0,104.0,0.0,0.0,16.0,0.0,0.0
69,single,planner_daily_h14,mean,0.0,1.0,383029.0738676682,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
69,single,planner_daily_no_expedite,mean,0.0,1.0,383029.0738676682,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
69,single,planner_daily_expedite_7d,mean,0.0,1.0,383029.0738676682,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
69,single,planner_daily_h28,mean,0.0,1.0,333038.2265565908,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
69,single,planner_daily_h56,mean,0.0,1.0,333038.2265565908,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
69,single,planner_daily_h14_k48,mean,0.0,1.0,383029.0738676682,0.0,1.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0
70,dual,rl_only,,0.0,True,333558.424,0.0,1.0,,,,,,,,
70,dual,crl,,0.0,True,329808.472,0.0,1.0,,,,,,,,
70,dual,planner_weekly_h14,mean,0.0,1.0,319210.088447003,0.0,1.0,0.0,0.0,117.4,0.0,0.0,2.6,0.0,0.0
70,dual,planner_daily_h14,mean,0.0,1.0,319210.088447003,0.0,1.0,0.0,0.0,103.0,0.0,0.0,17.0,0.0,0.0
70,dual,planner_daily_no_expedite,mean,0.0,1.0,319210.088447003,0.0,1.0,0.0,0.0,103.0,0.0,0.0,17.0,0.0,0.0
70,dual,planner_daily_expedite_7d,mean,0.0,1.0,319210.088447003,0.0,1.0,0.0,0.0,103.0,0.0,0.0,17.0,0.0,0.0
70,dual,planner_daily_h28,mean,0.0,1.0,791979.2025840062,0.0,1.0,13.2,0.0,89.0,0.0,13.2,17.8,0.0,0.0
70,dual,planner_daily_h56,mean,0.0,1.0,1278561.56908708,0.0,1.0,29.0,5.0,91.0,0.0,29.0,0.0,0.0,0.0
