configuration,episode_id,scenario_type,planner_seed,recovery_days,recovered,total_cost,service_cov,mean_service,air_expedites,air_expedite_noops,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
planner_daily_h14,40,dual,43,0.0,True,379597.17207487795,0.0,1.0,0,0,12,0,0,108,0,0
planner_daily_h14,41,compound,43,34.0,True,1482509.6080458318,0.3933237793887669,0.9568506797798114,21,0,23,0,21,76,0,0
planner_daily_h14,42,single,43,0.0,True,342818.814151824,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,43,dual,43,110.0,False,1019431.9968968347,0.43194232648873976,0.8405017761358915,12,0,37,0,12,71,0,0
planner_daily_h14,44,compound,43,33.0,True,1627700.2265196189,0.46196675755315747,0.9421506622892674,29,6,18,0,29,73,0,0
planner_daily_h14,45,single,43,0.0,True,327254.19400583865,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,46,dual,43,30.0,True,1623569.53182421,0.32516062258666434,0.9698563905124712,22,0,24,0,22,74,0,0
planner_daily_h14,47,compound,43,34.0,True,1669494.5464999464,0.3676778538200351,0.961603455772337,23,1,23,0,23,74,0,0
planner_daily_h14,48,single,43,0.0,True,349787.8382147088,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,49,dual,43,70.0,True,511387.8304228596,0.2671184717102804,0.9545598949048825,2,0,44,4,2,70,0,0
planner_daily_h14,50,compound,43,33.0,True,1729512.011442745,0.5203718257757144,0.9325601099181224,26,4,21,1,26,72,0,0
planner_daily_h14,51,single,43,0.0,True,372110.89186583954,0.0,1.0,0,0,11,0,0,109,0,0
planner_daily_h14,52,dual,43,0.0,True,334289.60772994236,0.0,1.0,0,0,24,0,0,96,0,0
planner_daily_h14,53,compound,43,31.0,True,1378160.4049590263,0.0627928624402641,0.9968057560595257,24,1,20,0,24,76,0,0
planner_daily_h14,54,single,43,0.0,True,372758.61364649725,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,55,dual,43,0.0,True,381125.8237482519,0.0,1.0,0,0,15,2,0,103,0,0
planner_daily_h14,56,compound,43,33.0,True,1737261.2327026436,0.4391071727910407,0.9484037214439303,23,1,22,0,23,75,0,0
planner_daily_h14,57,single,43,0.0,True,416874.4598865072,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,58,dual,43,0.0,True,363453.5206654419,0.0,1.0,0,0,24,0,0,96,0,0
planner_daily_h14,59,compound,43,0.0,True,604790.5943919793,0.0,1.0,4,0,30,7,4,79,0,0
planner_daily_h14,60,single,43,97.0,True,581102.5997697304,0.3205109179014382,0.9119227188376132,0,0,47,6,0,67,0,0
planner_daily_h14,61,dual,43,0.0,True,399121.0101084924,0.0,1.0,0,0,22,4,0,94,0,0
planner_daily_h14,62,compound,43,34.0,True,901090.9902274061,0.25411931351360195,0.9785576267955204,17,0,95,8,17,0,0,0
planner_daily_h14,63,single,43,0.0,True,381999.41341169557,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,64,dual,43,24.0,True,1436060.6597570155,0.3347420408472943,0.9759214194685607,22,0,15,0,22,83,0,0
planner_daily_h14,65,compound,43,110.0,False,416680.7975783161,0.09688371482778739,0.9895285573476346,0,0,38,6,0,76,0,0
planner_daily_h14,66,single,43,0.0,True,360807.7614433371,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,67,dual,43,110.0,False,1095833.9332869644,0.3294958721856272,0.8976182380043308,14,0,28,0,14,78,0,0
planner_daily_h14,68,compound,43,28.0,True,1601123.9918734243,0.34846939609002026,0.9683456068928008,27,4,18,0,27,75,0,0
planner_daily_h14,69,single,43,0.0,True,383029.0738676682,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,70,dual,43,0.0,True,307214.15777025616,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,71,compound,43,37.0,True,1376295.1026956944,0.20390734236922736,0.9825384303526595,22,1,98,0,22,0,0,0
planner_daily_h14,72,single,43,0.0,True,389423.29619734146,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,73,dual,43,0.0,True,376368.223717269,0.0,1.0,0,0,32,0,0,88,0,0
planner_daily_h14,74,compound,43,0.0,True,1342385.5865028282,0.0,1.0,19,0,24,0,19,77,0,0
planner_daily_h14,75,single,43,0.0,True,354033.02876500797,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,76,dual,43,110.0,False,1135907.1604536348,0.6584631856616664,0.6933864048322055,10,0,51,9,10,50,0,0
planner_daily_h14,77,compound,43,0.0,True,1338673.2983989925,0.0,1.0,18,0,26,0,18,76,0,0
planner_daily_h14,78,single,43,0.0,True,366959.20389469207,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,79,dual,43,108.0,True,354444.72098945954,0.05386779116904262,0.9949135756742573,0,0,30,0,0,90,0,0
planner_daily_h14,80,compound,43,34.0,True,1540468.084802182,0.17537062168087356,0.9877274720134238,23,1,25,0,23,72,0,0
planner_daily_h14,81,single,43,0.0,True,415331.51511821034,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,82,dual,43,102.0,True,566871.0078835713,0.3020348007023781,0.9157036312940634,0,0,56,9,0,55,0,0
planner_daily_h14,83,compound,43,30.0,True,1443850.5178133522,0.43551266852785464,0.9505911273075984,28,5,18,0,28,74,0,0
planner_daily_h14,84,single,43,103.0,True,512524.601405574,0.2226574427462142,0.9507470349127743,0,0,46,5,0,69,0,0
planner_daily_h14,85,dual,43,109.0,True,1099137.6354443342,0.13656637643371952,0.9778648525137107,11,0,23,2,11,84,0,0
planner_daily_h14,86,compound,43,31.0,True,1545287.411648125,0.41041904152430003,0.9572172380148319,22,0,22,0,22,76,0,0
planner_daily_h14,87,single,43,0.0,True,341397.7589490199,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,88,dual,43,0.0,True,372109.46802635945,0.0,1.0,0,0,28,0,0,92,0,0
planner_daily_h14,89,compound,43,0.0,True,1447527.4813422475,0.0,1.0,23,1,20,0,23,77,0,0
planner_daily_h14,90,single,43,0.0,True,348905.1219217885,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,91,dual,43,110.0,False,1352244.0101369396,0.4293581474067425,0.8390187324293021,12,0,34,10,12,64,0,0
planner_daily_h14,92,compound,43,31.0,True,1563946.700307676,0.37674587331761833,0.9598861998301782,25,3,21,0,25,74,0,0
planner_daily_h14,93,single,43,0.0,True,428256.2593271037,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,94,dual,43,0.0,True,385128.60518348985,0.0,1.0,0,0,119,1,0,0,0,0
planner_daily_h14,95,compound,43,0.0,True,1189117.7494455797,0.0,1.0,17,0,26,0,17,77,0,0
planner_daily_h14,96,single,43,0.0,True,374697.0088336398,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,97,dual,43,0.0,True,396631.7465663399,0.0,1.0,0,0,29,0,0,91,0,0
planner_daily_h14,98,compound,43,0.0,True,1522554.7252246812,0.0,1.0,22,0,23,0,22,75,0,0
planner_daily_h14,99,single,43,0.0,True,375528.7140390187,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,100,dual,43,105.0,True,525796.8885140726,0.036924154131025504,0.9954616616213959,2,0,22,10,2,86,0,0
planner_daily_h14,101,compound,43,31.0,True,1611295.5163440201,0.3868874323320345,0.9568040710482304,28,5,18,0,28,74,0,0
planner_daily_h14,102,single,43,0.0,True,326763.64960782655,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,103,dual,43,0.0,True,320684.8244401521,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,104,compound,43,99.0,True,411960.3545938302,0.14901489188808834,0.9782835869557805,0,0,38,5,0,77,0,0
planner_daily_h14,105,single,43,0.0,True,372041.9091710677,0.0,1.0,0,0,11,0,0,109,0,0
planner_daily_h14,106,dual,43,110.0,False,922943.4959470758,0.09610759331869669,0.9901601370767193,14,0,19,0,14,87,0,0
planner_daily_h14,107,compound,43,0.0,True,420272.53402541584,0.0,1.0,2,0,35,0,2,83,0,0
planner_daily_h14,108,single,43,0.0,True,331626.0126184661,0.0,1.0,0,0,119,1,0,0,0,0
planner_daily_h14,109,dual,43,0.0,True,486036.40826198907,0.0,1.0,0,0,16,10,0,94,0,0
planner_daily_h14,110,compound,43,36.0,True,1695287.8503973228,0.39929179871319626,0.9529989918703192,21,0,25,0,21,74,0,0
planner_daily_h14,111,single,43,0.0,True,382011.2393014327,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,112,dual,43,0.0,True,373485.0520779483,0.0,1.0,0,0,34,0,0,86,0,0
planner_daily_h14,113,compound,43,83.0,True,593164.8229570865,0.10695930989288852,0.9911915927676843,6,0,44,0,6,70,0,0
planner_daily_h14,114,single,43,38.0,True,464449.0236121936,0.17535988686364873,0.9875668446479214,0,0,21,4,0,95,0,0
planner_daily_h14,115,dual,43,76.0,True,578979.3106331608,0.42097458105264224,0.892000320592758,1,0,58,9,1,52,0,0
planner_daily_h14,116,compound,43,35.0,True,1530205.865000745,0.31028696270002604,0.970236856344248,21,0,27,0,21,72,0,0
planner_daily_h14,117,single,43,0.0,True,367350.6092773071,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,118,dual,43,29.0,True,1513172.6038961902,0.30524973505707415,0.9713047398252576,22,0,17,0,22,81,0,0
planner_daily_h14,119,compound,43,29.0,True,1370121.4831359792,0.46878857246088734,0.9485149056106821,28,5,90,2,28,0,0,0
planner_daily_h14,120,single,43,0.0,True,378568.016478957,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,121,dual,43,83.0,True,419357.2574805131,0.21250024720680372,0.9635004796130454,0,0,44,9,0,67,0,0
planner_daily_h14,122,compound,43,35.0,True,1529963.9108603594,0.10518193000251154,0.9932707277465938,21,0,27,0,21,72,0,0
planner_daily_h14,123,single,43,0.0,True,406915.85437698715,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,124,dual,43,96.0,True,918822.1060942828,0.4348398671280556,0.8551147402799947,8,0,41,10,8,61,0,0
planner_daily_h14,125,compound,43,0.0,True,1423632.4917682083,0.0,1.0,19,0,26,0,19,75,0,0
planner_daily_h14,126,single,43,0.0,True,350580.4776965405,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,127,dual,43,0.0,True,382058.7716343484,0.0,1.0,0,0,27,0,0,93,0,0
planner_daily_h14,128,compound,43,0.0,True,655494.1931505784,0.0,1.0,5,0,29,1,5,85,0,0
planner_daily_h14,129,single,43,108.0,True,493863.3201074878,0.23790514633290305,0.9393313245001572,0,0,35,1,0,84,0,0
planner_daily_h14,130,dual,43,100.0,True,951877.0998599131,0.38707588874441046,0.880225529754395,11,0,36,0,11,73,0,0
planner_daily_h14,131,compound,43,110.0,False,623215.697828355,0.16289354450740967,0.9734694770183512,3,0,32,8,3,77,0,0
planner_daily_h14,132,single,43,0.0,True,381291.1923697371,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,133,dual,43,0.0,True,1051413.5068864275,0.0,1.0,17,0,20,0,17,83,0,0
planner_daily_h14,134,compound,43,0.0,True,1324368.1778788466,0.0,1.0,24,2,94,2,24,0,0,0
planner_daily_h14,135,single,43,0.0,True,406868.0165224978,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,136,dual,43,32.0,True,1652478.919336698,0.16563124345585173,0.9915959689913849,20,0,23,1,20,76,0,0
planner_daily_h14,137,compound,43,0.0,True,1279589.3525226829,0.0,1.0,17,0,27,0,17,76,0,0
planner_daily_h14,138,single,43,0.0,True,333015.80819978885,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,139,dual,43,0.0,True,817426.3508438878,0.0,1.0,9,0,21,2,9,88,0,0
planner_daily_h14,140,compound,43,0.0,True,1372922.679338187,0.0,1.0,25,3,21,2,25,72,0,0
planner_daily_h14,141,single,43,0.0,True,387369.4540731728,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,142,dual,43,0.0,True,378420.3656680698,0.0,1.0,0,0,25,0,0,95,0,0
planner_daily_h14,143,compound,43,31.0,True,1686870.5773826053,0.45480169258938363,0.9488828249627168,26,3,20,1,26,73,0,0
planner_daily_h14,144,single,43,0.0,True,402888.83872634644,0.0,1.0,0,0,11,0,0,109,0,0
planner_daily_h14,145,dual,43,106.0,True,832107.9521950912,0.42161207786978255,0.8446449109641223,5,0,48,8,5,59,0,0
planner_daily_h14,146,compound,43,33.0,True,1609820.1534795023,0.18842517765987704,0.9875915637580043,22,1,25,0,22,73,0,0
planner_daily_h14,147,single,43,95.0,True,477959.4058895493,0.2880817953102463,0.9295128488742714,0,0,40,2,0,78,0,0
planner_daily_h14,148,dual,43,103.0,True,1125177.5119098802,0.3649366014250703,0.8879523845722459,11,0,27,8,11,74,0,0
planner_daily_h14,149,compound,43,0.0,True,361621.63181076664,0.0,1.0,0,0,37,0,0,83,0,0
planner_daily_h14,150,single,43,110.0,False,478535.8122650048,0.30883708203315685,0.9049456494590674,0,0,46,8,0,66,0,0
planner_daily_h14,151,dual,43,103.0,True,1166662.055637447,0.5864523742286982,0.7559034418900074,12,0,45,10,12,53,0,0
planner_daily_h14,152,compound,43,29.0,True,1539375.6009004386,0.4596775160433915,0.9473670684660622,29,7,19,0,29,72,0,0
planner_daily_h14,153,single,43,0.0,True,331811.86494220654,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,154,dual,43,0.0,True,391838.6133383638,0.0,1.0,0,0,14,2,0,104,0,0
planner_daily_h14,155,compound,43,28.0,True,1564685.9092220312,0.5504889329047871,0.9367564881877232,28,5,17,0,28,75,0,0
planner_daily_h14,156,single,43,44.0,True,437230.85152565496,0.24408481572168836,0.9755518710057577,0,0,26,0,0,94,0,0
planner_daily_h14,157,dual,43,0.0,True,383012.3978215455,0.0,1.0,0,0,23,0,0,97,0,0
planner_daily_h14,158,compound,43,103.0,True,964544.5802658972,0.22596234465119308,0.9539977872460339,11,0,39,0,11,70,0,0
planner_daily_h14,159,single,43,0.0,True,419230.0039360908,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,160,dual,43,0.0,True,367449.5759280988,0.0,1.0,0,0,43,0,0,77,0,0
planner_daily_h14,161,compound,43,29.0,True,1758625.8734240602,0.40014993951465927,0.9631655426381527,23,1,21,1,23,75,0,0
planner_daily_h14,162,single,43,0.0,True,357405.4124515174,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,163,dual,43,104.0,True,434786.751360206,0.14444572909436665,0.9785901639451494,0,0,23,1,0,96,0,0
planner_daily_h14,164,compound,43,30.0,True,1450787.1804264511,0.07592832874182404,0.9962081353484965,23,2,25,0,23,72,0,0
planner_daily_h14,165,single,43,105.0,True,594492.4034713742,0.2869302584069778,0.9158196268092104,0,0,53,6,0,61,0,0
planner_daily_h14,166,dual,43,110.0,False,1021043.7155296896,0.4163781323976259,0.8456713525613027,9,0,41,10,9,60,0,0
planner_daily_h14,167,compound,43,0.0,True,1472668.2775983813,0.0,1.0,27,5,21,0,27,72,0,0
planner_daily_h14,168,single,43,0.0,True,367941.4889447143,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,169,dual,43,0.0,True,404209.6905464444,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,170,compound,43,33.0,True,1659744.3507491944,0.4440429051748309,0.9463938971930326,24,1,21,0,24,75,0,0
planner_daily_h14,171,single,43,110.0,False,389669.5650049345,0.1593312637877829,0.9711538515173486,0,0,34,0,0,86,0,0
planner_daily_h14,172,dual,43,96.0,True,675075.3582332684,0.20950978214372004,0.9611385992632285,6,0,35,0,6,79,0,0
planner_daily_h14,173,compound,43,31.0,True,1663752.598366538,0.19143683419119112,0.9880705866419152,24,2,25,0,24,71,0,0
planner_daily_h14,174,single,43,0.0,True,381036.9605317182,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,175,dual,43,0.0,True,308134.68800185487,0.0,1.0,0,0,27,0,0,93,0,0
planner_daily_h14,176,compound,43,0.0,True,1287934.6861715124,0.0,1.0,22,1,98,0,22,0,0,0
planner_daily_h14,177,single,43,0.0,True,397114.6114932156,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,178,dual,43,110.0,False,518704.80015812174,0.29391771167280306,0.9162134524072048,0,0,54,9,0,57,0,0
planner_daily_h14,179,compound,43,30.0,True,1239613.7597510624,0.19700611932667805,0.9877251564006888,27,4,92,1,27,0,0,0
planner_daily_h14,180,single,43,0.0,True,349709.7064261981,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,181,dual,43,0.0,True,427355.58236514864,0.0,1.0,0,0,33,1,0,86,0,0
planner_daily_h14,182,compound,43,34.0,True,1363669.6665234081,0.1461418247722675,0.9902486451811818,24,3,25,0,24,71,0,0
planner_daily_h14,183,single,43,85.0,True,471865.36625052604,0.3414317028492682,0.9134564444021366,0,0,42,4,0,74,0,0
planner_daily_h14,184,dual,43,109.0,True,539980.8807291175,0.2774307779139208,0.9243633719216678,0,0,63,9,0,48,0,0
planner_daily_h14,185,compound,43,33.0,True,1363746.4445250446,0.2864327955203397,0.9726819756871911,24,3,95,1,24,0,0,0
planner_daily_h14,186,single,43,0.0,True,358760.1909716968,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,187,dual,43,0.0,True,756573.8517932477,0.0,0.9998825487364782,8,0,19,1,8,92,0,0
planner_daily_h14,188,compound,43,27.0,True,1518457.375400615,0.20809704963663467,0.9877243489592582,28,6,19,0,28,73,0,0
planner_daily_h14,189,single,43,96.0,True,508094.77306666167,0.13980602091429079,0.9786084141864958,0,0,32,4,0,84,0,0
planner_daily_h14,190,dual,43,103.0,True,1071421.210908273,0.4992593213512332,0.8103164255074888,10,0,41,8,10,61,0,0
planner_daily_h14,191,compound,43,32.0,True,1584995.762858192,0.26354015323347635,0.9792539268369979,22,1,28,0,22,70,0,0
planner_daily_h14,192,single,43,0.0,True,350495.58351079415,0.0,1.0,0,0,119,1,0,0,0,0
planner_daily_h14,193,dual,43,0.0,True,441358.4435946199,0.0,1.0,0,0,30,0,0,90,0,0
planner_daily_h14,194,compound,43,29.0,True,1588263.409841464,0.28717696670526155,0.9776345708203453,25,2,19,0,25,76,0,0
planner_daily_h14,195,single,43,106.0,True,502075.23473181826,0.2815288565656995,0.9170263127426275,0,0,56,0,0,64,0,0
planner_daily_h14,196,dual,43,98.0,True,526653.6346072018,0.19206611150341893,0.9639280894328408,2,0,32,9,2,77,0,0
planner_daily_h14,197,compound,43,0.0,True,1236233.5654755046,0.0,1.0,20,0,25,0,20,75,0,0
planner_daily_h14,198,single,43,0.0,True,330999.16107774543,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,199,dual,43,107.0,True,1199414.6502840011,0.43548579122851144,0.8418464555765481,13,0,36,10,13,61,0,0
planner_daily_h14,0,single,44,0.0,True,332563.0591712982,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,1,dual,44,84.0,True,540413.6215750994,0.3488597343625474,0.9057049846514004,0,0,60,6,0,54,0,0
planner_daily_h14,2,compound,44,0.0,True,1241743.378155067,0.0,1.0,25,2,95,0,25,0,0,0
planner_daily_h14,3,single,44,0.0,True,345729.9334943593,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,4,dual,44,110.0,False,1064964.488394405,0.19874947055208153,0.959773007888902,14,0,21,0,14,85,0,0
planner_daily_h14,5,compound,44,30.0,True,1485522.8852250902,0.5829393137744607,0.9260876085501559,27,4,18,0,27,75,0,0
planner_daily_h14,6,single,44,0.0,True,390295.1960526101,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,7,dual,44,108.0,True,796039.5813682969,0.4248496136662233,0.8343280769028235,3,0,70,9,3,38,0,0
planner_daily_h14,8,compound,44,110.0,False,1068131.5819662216,0.28438462108195617,0.921103746935145,16,0,31,9,16,64,0,0
planner_daily_h14,9,single,44,44.0,True,400045.97739886073,0.20694040611744308,0.9827419826642537,0,0,21,3,0,96,0,0
planner_daily_h14,10,dual,44,110.0,False,994511.9546721946,0.4535794239744652,0.8218446355099592,9,0,49,10,9,52,0,0
planner_daily_h14,11,compound,44,110.0,False,1071934.9462611899,0.10660856916864044,0.986486012974932,13,0,31,0,13,76,0,0
planner_daily_h14,12,single,44,0.0,True,386806.7763738877,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,13,dual,44,97.0,True,504686.79001758224,0.21435619683062343,0.9571736420659273,0,0,52,9,0,59,0,0
planner_daily_h14,14,compound,44,0.0,True,1533430.0462137293,0.0,1.0,26,3,18,0,26,76,0,0
planner_daily_h14,15,single,44,0.0,True,331926.0948761814,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,16,dual,44,0.0,True,388472.9067080088,0.0,1.0,0,0,30,0,0,90,0,0
planner_daily_h14,17,compound,44,34.0,True,1573062.9146399798,0.5170257346055397,0.931023256248212,24,1,20,0,24,76,0,0
planner_daily_h14,18,single,44,0.0,True,353253.97989165876,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,19,dual,44,54.0,True,455732.01062958146,0.20326886934991664,0.9778827964113469,0,0,47,9,0,64,0,0
planner_daily_h14,20,compound,44,30.0,True,1650502.0807981414,0.5254225496652389,0.9376435121613688,30,8,18,0,30,72,0,0
planner_daily_h14,21,single,44,76.0,True,561702.1313397491,0.4097234861121173,0.8922299213172002,0,0,38,5,0,77,0,0
planner_daily_h14,22,dual,44,0.0,True,372216.81532826065,0.0,1.0,0,0,12,0,0,108,0,0
planner_daily_h14,23,compound,44,30.0,True,1465840.1166079757,0.2741136645613234,0.9789679342526975,27,4,20,0,27,73,0,0
planner_daily_h14,24,single,44,0.0,True,335530.25950484816,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,25,dual,44,0.0,True,371542.871320977,0.0,1.0,0,0,26,0,0,94,0,0
planner_daily_h14,26,compound,44,0.0,True,577871.5965656992,0.0,1.0,3,0,35,5,3,77,0,0
planner_daily_h14,27,single,44,0.0,True,352769.9531272985,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,28,dual,44,0.0,True,362660.38585539814,0.0,1.0,0,0,30,0,0,90,0,0
planner_daily_h14,29,compound,44,41.0,True,1353018.9808273753,0.04424325707414012,0.9974107096738299,25,3,94,1,25,0,0,0
planner_daily_h14,30,single,44,0.0,True,416251.0655866762,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,31,dual,44,0.0,True,352071.15179774235,0.0,1.0,0,0,39,0,0,81,0,0
planner_daily_h14,32,compound,44,0.0,True,1145260.628436827,0.0,1.0,17,0,26,0,17,77,0,0
planner_daily_h14,33,single,44,0.0,True,319467.05495977995,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,34,dual,44,0.0,True,354798.0892838199,0.0,1.0,0,0,31,0,0,89,0,0
planner_daily_h14,35,compound,44,30.0,True,1252498.4966139428,0.4552260870040158,0.9478662484741064,29,6,91,0,29,0,0,0
planner_daily_h14,36,single,44,0.0,True,400796.3834607285,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,37,dual,44,0.0,True,340435.07603795204,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,38,compound,44,29.0,True,1414206.6835395047,0.44639179265863477,0.9503057848290121,29,6,91,0,29,0,0,0
planner_daily_h14,39,single,44,0.0,True,383274.6392632002,0.0,1.0,0,0,18,0,0,102,0,0
planner_daily_h14,40,dual,44,0.0,True,379597.17207487795,0.0,1.0,0,0,11,0,0,109,0,0
planner_daily_h14,41,compound,44,34.0,True,1482509.6080458318,0.3933237793887669,0.9568506797798114,21,0,23,0,21,76,0,0
planner_daily_h14,42,single,44,0.0,True,342818.814151824,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,43,dual,44,110.0,False,1039995.2518551659,0.34081038642517614,0.8939179866167811,13,0,31,0,13,76,0,0
planner_daily_h14,44,compound,44,33.0,True,1627700.2265196189,0.46196675755315747,0.9421506622892674,29,6,18,0,29,73,0,0
planner_daily_h14,45,single,44,0.0,True,327254.19400583865,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,46,dual,44,30.0,True,1362990.1326187216,0.32516062258666434,0.9698563905124712,18,0,24,0,18,78,0,0
planner_daily_h14,47,compound,44,34.0,True,1669494.5464999464,0.3676778538200351,0.961603455772337,23,1,23,0,23,74,0,0
planner_daily_h14,48,single,44,0.0,True,349787.8382147088,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,49,dual,44,69.0,True,432697.7095710514,0.21322000191208132,0.9725186189863206,0,0,46,8,0,66,0,0
planner_daily_h14,50,compound,44,32.0,True,1685239.0146393077,0.4819524302553049,0.9416510190090316,27,5,20,0,27,73,0,0
planner_daily_h14,51,single,44,0.0,True,372110.89186583954,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,52,dual,44,0.0,True,335302.7107350371,0.0,1.0,0,0,23,0,0,97,0,0
planner_daily_h14,53,compound,44,31.0,True,1378160.4049590263,0.0627928624402641,0.9968057560595257,24,1,20,0,24,76,0,0
planner_daily_h14,54,single,44,0.0,True,372758.61364649725,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,55,dual,44,0.0,True,376179.1599197026,0.0,1.0,0,0,15,1,0,104,0,0
planner_daily_h14,56,compound,44,33.0,True,1734369.6438711456,0.4391071727910407,0.9484037214439303,26,4,22,0,26,72,0,0
planner_daily_h14,57,single,44,0.0,True,416874.4598865072,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,58,dual,44,0.0,True,363453.5206654419,0.0,1.0,0,0,23,0,0,97,0,0
planner_daily_h14,59,compound,44,0.0,True,603822.8598061776,0.0,1.0,3,0,32,6,3,79,0,0
planner_daily_h14,60,single,44,109.0,True,587596.1878213778,0.3606120295345847,0.8755356637047944,0,0,54,6,0,60,0,0
planner_daily_h14,61,dual,44,110.0,False,439186.92724248563,0.2920678614265112,0.9180389246336023,0,0,42,5,0,73,0,0
planner_daily_h14,62,compound,44,34.0,True,901090.9902274061,0.25411931351360195,0.9785576267955204,17,0,95,8,17,0,0,0
planner_daily_h14,63,single,44,0.0,True,381999.41341169557,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,64,dual,44,24.0,True,1363363.2016393961,0.3347420408472943,0.9759214194685607,21,0,16,0,21,83,0,0
planner_daily_h14,65,compound,44,0.0,True,415621.47239512746,0.0,1.0,0,0,34,4,0,82,0,0
planner_daily_h14,66,single,44,0.0,True,360807.7614433371,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,67,dual,44,25.0,True,1124534.3019250254,0.33144682183385504,0.975307780355468,16,0,18,0,16,86,0,0
planner_daily_h14,68,compound,44,28.0,True,1591487.6261308976,0.34846939609002026,0.9683456068928008,27,4,17,0,27,76,0,0
planner_daily_h14,69,single,44,0.0,True,383029.0738676682,0.0,1.0,0,0,10,0,0,110,0,0
planner_daily_h14,70,dual,44,0.0,True,307214.15777025616,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,71,compound,44,37.0,True,1641091.2809664442,0.20390734236922736,0.9825384303526595,21,0,26,0,21,73,0,0
planner_daily_h14,72,single,44,0.0,True,389423.29619734146,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,73,dual,44,0.0,True,414150.75922889373,0.0,1.0,0,0,31,1,0,88,0,0
planner_daily_h14,74,compound,44,110.0,False,942612.9069209226,0.42466896688080064,0.8433825262389179,10,0,47,5,10,58,0,0
planner_daily_h14,75,single,44,0.0,True,354033.02876500797,0.0,1.0,0,0,120,0,0,0,0,0
planner_daily_h14,76,dual,44,109.0,True,1145590.3513557212,0.39005940886534346,0.8653103944087924,12,0,30,1,12,77,0,0
