analysis,regime,configuration,episode_id,scenario_type,lpi,total_severity,planner_seed,total_cost,service_cov,air_expedites,recovery_0.90,recovery_0.95,recovery_0.98
tail_severity,random_3_of_4,planner_weekly,152,compound,2.6,12,mean,516229.94456023286,0.3970343552160683,4.0,,61.0,
tail_severity,random_3_of_4,planner_weekly,153,compound,2.585645,13,mean,604556.5485667471,0.6033039261691814,5.0,,33.0,
tail_severity,random_3_of_4,planner_weekly,154,compound,2.5805249999999997,14,mean,515283.2704194179,0.25915451641473986,4.0,,99.0,
tail_severity,random_3_of_4,planner_weekly,155,compound,2.5,13,mean,512962.9108355525,0.3128653237213822,5.0,,38.0,
tail_severity,random_3_of_4,planner_weekly,156,compound,2.6,13,mean,547792.5741725469,0.2678145930590397,4.0,,95.0,
tail_severity,random_3_of_4,planner_weekly,157,compound,2.814935,13,mean,466160.8845250453,0.1524796517063183,3.0,,90.0,
tail_severity,random_3_of_4,planner_weekly,158,compound,2.585645,13,mean,700163.1505860616,0.49760701166524524,3.0,,99.0,
tail_severity,random_3_of_4,planner_weekly,159,compound,2.5,14,mean,456906.8242122923,0.16305758438351298,4.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,160,compound,2.585645,15,mean,550105.9656475656,0.38099114068458717,4.0,,45.0,
tail_severity,random_3_of_4,planner_weekly,161,compound,2.5805249999999997,15,mean,644310.4266983225,0.42217853767047575,2.0,,105.0,
tail_severity,random_3_of_4,planner_weekly,162,compound,2.585645,13,mean,608877.2307241504,0.3567398072490708,3.0,,90.0,
tail_severity,random_3_of_4,planner_weekly,163,compound,2.5805249999999997,14,mean,455069.99403078464,0.2870525421405462,4.0,,68.0,
tail_severity,random_3_of_4,planner_weekly,164,compound,2.5805249999999997,12,mean,530204.5337682326,0.24212545780269318,3.0,,104.0,
tail_severity,random_3_of_4,planner_weekly,165,compound,2.526313,14,mean,574531.3620460028,0.4278913949554487,3.0,,107.0,
tail_severity,random_3_of_4,planner_weekly,166,compound,2.814935,13,mean,498093.0445849284,0.38094330310985774,5.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,167,compound,2.814935,13,mean,603945.4366904697,0.4039002330584555,5.0,,81.0,
tail_severity,random_3_of_4,planner_weekly,168,compound,2.6,14,mean,638431.278193958,0.36247471543412657,4.8,,109.2,
tail_severity,random_3_of_4,planner_weekly,169,compound,2.585645,15,mean,530462.0641890756,0.2812657447716885,4.0,,101.0,
tail_severity,random_3_of_4,planner_weekly,170,compound,2.5805249999999997,13,mean,621541.5102954438,0.4194927600032915,4.0,,96.0,
tail_severity,random_3_of_4,planner_weekly,171,compound,2.585645,13,mean,580259.1550545559,0.3169739870844028,4.0,,80.0,
tail_severity,random_3_of_4,planner_weekly,172,compound,2.5805249999999997,13,mean,546595.001640971,0.5054072599260738,3.0,,76.0,
tail_severity,random_3_of_4,planner_weekly,173,compound,2.5805249999999997,14,mean,563551.2043839054,0.5291272086523616,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,174,compound,2.6,14,mean,588274.9111917029,0.4142672199655818,4.0,,43.0,
tail_severity,random_3_of_4,planner_weekly,175,compound,2.585645,14,mean,621545.5124616391,0.5555766746230749,4.0,,66.0,
tail_severity,random_3_of_4,planner_weekly,176,compound,2.5805249999999997,14,mean,628921.3304549379,0.6691247070741859,5.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,177,compound,2.526313,13,mean,627368.5441530873,0.4400619363255654,2.0,,107.0,
tail_severity,random_3_of_4,planner_weekly,178,compound,2.5,13,mean,532741.0426938182,0.35437472785823787,2.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,179,compound,2.5,13,mean,517352.3875065866,0.29717006336558444,2.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,180,compound,2.6,13,mean,533702.7988997914,0.1920189239591373,4.0,,108.0,
tail_severity,random_3_of_4,planner_weekly,181,compound,2.575405,13,mean,595472.4563104076,0.5136138201499721,4.0,,58.0,
tail_severity,random_3_of_4,planner_weekly,182,compound,2.585645,13,mean,593164.0172835849,0.3106146267556554,4.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,183,compound,2.526313,14,mean,547723.9153626349,0.5216258785843141,5.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,184,compound,2.814935,12,mean,479946.653782418,0.15063899301264264,4.0,,69.0,
tail_severity,random_3_of_4,planner_weekly,185,compound,2.6,15,mean,591713.8751285927,0.7711226085626389,5.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,186,compound,2.5,12,mean,540527.2918919729,0.44813945987627263,5.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,187,compound,2.526313,12,mean,511452.1365708827,0.18876037898328857,4.0,,88.0,
tail_severity,random_3_of_4,planner_weekly,188,compound,2.5805249999999997,13,mean,588394.5322130366,0.35561011778076346,5.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,189,compound,2.6,14,mean,677899.7860107445,0.4211447106633061,5.0,,101.0,
tail_severity,random_3_of_4,planner_weekly,190,compound,2.585645,15,mean,468808.8796923457,0.21952663577900539,4.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,191,compound,2.6,13,mean,622938.9068168591,0.6626939020614068,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,192,compound,2.6,14,mean,604383.7105333051,0.3520256027866168,4.2,,97.0,
tail_severity,random_3_of_4,planner_weekly,193,compound,2.6,12,mean,573368.9959861272,0.4534495723869201,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,194,compound,2.814935,14,mean,609517.9917104661,0.5543832877972943,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,195,compound,2.585645,13,mean,611386.6473535912,0.30963726954955273,5.0,,108.0,
tail_severity,random_3_of_4,planner_weekly,196,compound,2.5805249999999997,15,mean,613075.5079149457,0.3643036360508192,5.0,,96.0,
tail_severity,random_3_of_4,planner_weekly,197,compound,2.814935,13,mean,603914.7537571003,0.34849128194340373,5.0,,88.0,
tail_severity,random_3_of_4,planner_weekly,198,compound,2.575405,14,mean,599401.326677422,0.33531786187186735,5.0,,107.0,
tail_severity,random_3_of_4,planner_weekly,199,compound,2.585645,13,mean,473194.33124982833,0.030413013461235826,4.0,,35.0,
tail_severity,random_3_of_4,planner_weekly,200,compound,2.585645,13,mean,600585.4961406359,0.5352676346438627,3.6,,38.0,
tail_severity,random_3_of_4,planner_weekly,201,compound,2.5,13,mean,551407.199850529,0.4437100920901275,2.0,,87.0,
tail_severity,random_3_of_4,planner_weekly,202,compound,2.575405,13,mean,728222.5131051965,0.5473232046580933,5.0,,75.0,
tail_severity,random_3_of_4,planner_weekly,203,compound,2.526313,15,mean,619651.465723451,0.6541394270940042,5.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,204,compound,2.5805249999999997,13,mean,491478.7572916105,0.33815244165929476,5.0,,38.0,
tail_severity,random_3_of_4,planner_weekly,205,compound,2.5,12,mean,501244.4013784878,0.23088923956569748,4.0,,84.0,
tail_severity,random_3_of_4,planner_weekly,206,compound,2.526313,14,mean,542215.5612486945,0.4368080902823275,4.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,207,compound,2.5805249999999997,13,mean,464629.2773380511,0.29018072782074433,5.0,,76.0,
tail_severity,random_3_of_4,planner_weekly,208,compound,2.814935,13,mean,539419.3414809557,0.2278663981247287,4.0,,108.0,
tail_severity,random_3_of_4,planner_weekly,209,compound,2.5805249999999997,14,mean,615798.4041973363,0.5475571402319461,4.0,,79.0,
tail_severity,random_3_of_4,planner_weekly,210,compound,2.814935,13,mean,637218.5873088653,0.38420465992932307,4.8,,95.8,
tail_severity,random_3_of_4,planner_weekly,211,compound,2.5805249999999997,14,mean,506379.45440504106,0.49173746737447377,2.0,,53.0,
tail_severity,random_3_of_4,planner_weekly,212,compound,2.5805249999999997,12,mean,640551.0006133664,0.4808203788228962,3.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,213,compound,2.526313,13,mean,543711.0773785537,0.38966371060876004,3.0,,80.0,
tail_severity,random_3_of_4,planner_weekly,214,compound,2.585645,13,mean,568530.1358314184,0.4132616683180942,4.0,,33.0,
tail_severity,random_3_of_4,planner_weekly,215,compound,2.6,13,mean,605791.5710117382,0.41984242241381614,3.0,,102.0,
tail_severity,random_3_of_4,planner_weekly,216,compound,2.5805249999999997,14,mean,524234.69950020796,0.23432256789597136,4.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,217,compound,2.6,12,mean,553860.5212079849,0.27304028557210824,3.0,,107.0,
tail_severity,random_3_of_4,planner_weekly,218,compound,2.5805249999999997,14,mean,610921.6852015405,0.5858673784902247,3.0,,59.0,
tail_severity,random_3_of_4,planner_weekly,219,compound,2.5805249999999997,14,mean,394633.71738162934,0.23231430330712782,3.8,,38.0,
tail_severity,random_3_of_4,planner_weekly,220,compound,2.585645,14,mean,580336.3077636685,0.27954880212181826,3.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,221,compound,2.5805249999999997,15,mean,579463.0291896691,0.35573399018925606,4.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,222,compound,2.575405,13,mean,500285.2592068782,0.3546325364883625,2.0,,102.0,
tail_severity,random_3_of_4,planner_weekly,223,compound,2.585645,12,mean,553496.9144700416,0.48690320528561604,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,224,compound,2.6,12,mean,697443.3250443545,0.3631073892464081,5.0,,96.0,
tail_severity,random_3_of_4,planner_weekly,225,compound,2.814935,14,mean,462750.0228759827,0.2568702691273811,4.0,,33.0,
tail_severity,random_3_of_4,planner_weekly,226,compound,2.5805249999999997,12,mean,618430.1049274704,0.43732961196532794,5.0,,68.0,
tail_severity,random_3_of_4,planner_weekly,227,compound,2.5805249999999997,14,mean,496690.7674824318,0.36512925600926166,4.0,,32.0,
tail_severity,random_3_of_4,planner_weekly,228,compound,2.5805249999999997,14,mean,600255.5148138249,0.4405940039324733,4.2,,75.0,
tail_severity,random_3_of_4,planner_weekly,229,compound,2.814935,14,mean,608676.3196031445,0.4388734768466426,4.4,,60.4,
tail_severity,random_3_of_4,planner_weekly,230,compound,2.5805249999999997,14,mean,494567.7974838662,0.49530315874648495,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,231,compound,2.5805249999999997,14,mean,455046.3823710639,0.1280881267512814,4.0,,100.0,
tail_severity,random_3_of_4,planner_weekly,232,compound,2.6,13,mean,528455.9545095946,0.3973566320341174,4.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,233,compound,2.526313,13,mean,631367.2322301763,0.5307733913111163,3.0,,68.0,
tail_severity,random_3_of_4,planner_weekly,234,compound,2.5805249999999997,13,mean,442389.9356853835,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,235,compound,2.526313,14,mean,589157.7290560643,0.2939310015410151,4.0,,95.0,
tail_severity,random_3_of_4,planner_weekly,236,compound,2.526313,14,mean,616272.4230723915,0.3672739033266519,5.0,,108.0,
tail_severity,random_3_of_4,planner_weekly,237,compound,2.585645,14,mean,545247.9904359331,0.39149689373532953,4.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,238,compound,2.575405,14,mean,409482.37316582183,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,239,compound,2.6,13,mean,505303.2212389082,0.27348871037559225,5.0,,31.0,
tail_severity,random_3_of_4,planner_weekly,240,compound,2.575405,14,mean,600295.7880725769,0.3619387700813875,2.0,,87.0,
tail_severity,random_3_of_4,planner_weekly,241,compound,2.575405,12,mean,637289.53842368,0.44949047445983653,2.2,,83.6,
tail_severity,random_3_of_4,planner_weekly,242,compound,2.5805249999999997,14,mean,424944.419815353,0.16993813343832803,4.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,243,compound,2.6,15,mean,624066.2547761564,0.609250374342451,5.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,244,compound,2.6,14,mean,646210.16146554,0.37962487934967964,5.0,,106.0,
tail_severity,random_3_of_4,planner_weekly,245,compound,2.5805249999999997,14,mean,586049.533030405,0.3403955309143968,5.0,,102.0,
tail_severity,random_3_of_4,planner_weekly,246,compound,2.585645,14,mean,654955.2972684149,0.31023710434250623,5.0,,108.0,
tail_severity,random_3_of_4,planner_weekly,247,compound,2.5805249999999997,13,mean,509304.8275999873,0.2034513222257291,4.0,,103.0,
tail_severity,random_3_of_4,planner_weekly,248,compound,2.526313,14,mean,623101.0113916604,0.45562649242938347,2.0,,107.0,
tail_severity,random_3_of_4,planner_weekly,249,compound,2.5805249999999997,14,mean,503263.00575906585,0.405909015751284,4.0,,43.0,
tail_severity,random_3_of_4,planner_weekly,250,compound,2.6,13,mean,526377.7026959354,0.4064597507790363,4.0,,44.0,
tail_severity,random_3_of_4,planner_weekly,251,compound,2.5805249999999997,14,mean,641433.4972875132,0.45106435368998216,3.2,,100.2,
tail_severity,random_3_of_4,planner_weekly,252,compound,2.5805249999999997,12,mean,647565.2811205126,0.4450683736437148,2.4,,80.0,
tail_severity,random_3_of_4,planner_weekly,253,compound,2.5805249999999997,14,mean,571453.8312997638,0.45772153734412396,3.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,254,compound,2.6,15,mean,674891.3711635526,0.3647587195948405,4.0,,97.0,
tail_severity,random_3_of_4,planner_weekly,255,compound,2.5805249999999997,13,mean,530734.7808279715,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,256,compound,2.526313,14,mean,614068.3077006578,0.4123132762001537,2.4,,107.8,
tail_severity,random_3_of_4,planner_weekly,257,compound,2.575405,12,mean,531963.5237611945,0.38900135811024844,2.0,,93.6,
tail_severity,random_3_of_4,planner_weekly,258,compound,2.575405,13,mean,614402.043959739,0.3232720581740922,5.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,259,compound,2.814935,14,mean,457476.4054200457,0.29108757124835266,4.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,260,compound,2.5,13,mean,523289.21905475075,0.26035004714664056,4.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,261,compound,2.5805249999999997,12,mean,496179.97259129165,0.5144860642669273,3.0,,59.0,
tail_severity,random_3_of_4,planner_weekly,262,compound,2.526313,12,mean,617697.9721022041,0.5092537139683887,2.0,,82.0,
tail_severity,random_3_of_4,planner_weekly,263,compound,2.5,13,mean,512809.4390792124,0.41338647481672597,4.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,264,compound,2.575405,12,mean,466977.06447334297,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,265,compound,2.526313,13,mean,626427.2496950047,0.39851664834646,4.0,,75.0,
tail_severity,random_3_of_4,planner_weekly,266,compound,2.5805249999999997,13,mean,476442.11298677244,0.24066283446980008,4.0,,68.0,
tail_severity,random_3_of_4,planner_weekly,267,compound,2.526313,13,mean,466373.0051068966,0.18329731549347664,4.0,,34.0,
tail_severity,random_3_of_4,planner_weekly,268,compound,2.814935,13,mean,574190.1340394381,0.32305629308397876,4.0,,100.0,
tail_severity,random_3_of_4,planner_weekly,269,compound,2.5,13,mean,481301.45340754447,0.3738056254235146,4.0,,33.0,
tail_severity,random_3_of_4,planner_weekly,270,compound,2.814935,13,mean,590557.388453365,0.28064591729535565,4.0,,96.0,
tail_severity,random_3_of_4,planner_weekly,271,compound,2.526313,14,mean,533186.1711570218,0.46736315690888863,5.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,272,compound,2.585645,13,mean,438435.36862523446,0.12329435098194393,3.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,273,compound,2.6,13,mean,518779.3802404922,0.3881544775782292,3.0,,86.0,
tail_severity,random_3_of_4,planner_weekly,274,compound,2.814935,14,mean,674420.2217708316,0.5387817215138195,3.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,275,compound,2.585645,14,mean,493375.7762631107,0.2576123664242293,4.0,,82.0,
tail_severity,random_3_of_4,planner_weekly,276,compound,2.5,14,mean,472553.86848632235,0.3414424663649557,3.0,,87.0,
tail_severity,random_3_of_4,planner_weekly,277,compound,2.575405,13,mean,603420.8196308243,0.48940219980312405,4.0,,88.0,
tail_severity,random_3_of_4,planner_weekly,278,compound,2.6,12,mean,486048.8017008014,0.3786138741371098,5.0,,32.0,
tail_severity,random_3_of_4,planner_weekly,279,compound,2.5805249999999997,14,mean,458320.55519700015,0.3038209318012132,5.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,280,compound,2.5805249999999997,14,mean,539722.9875397057,0.394767627989187,3.2,,89.0,
tail_severity,random_3_of_4,planner_weekly,281,compound,2.5805249999999997,14,mean,666597.8182431923,0.5031287139353374,4.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,282,compound,2.814935,14,mean,689058.6870423678,0.6278923252644023,5.0,,43.0,
tail_severity,random_3_of_4,planner_weekly,283,compound,2.5,13,mean,527303.210329009,0.4030419122232095,4.0,,43.0,
tail_severity,random_3_of_4,planner_weekly,284,compound,2.526313,14,mean,609789.5394500622,0.5349433182334582,4.0,,43.0,
tail_severity,random_3_of_4,planner_weekly,285,compound,2.526313,14,mean,558451.222639634,0.3687454309184135,4.0,,76.0,
tail_severity,random_3_of_4,planner_weekly,286,compound,2.5805249999999997,13,mean,553397.2450856725,0.4796775870041515,4.0,,80.0,
tail_severity,random_3_of_4,planner_weekly,287,compound,2.5805249999999997,14,mean,625685.6751276279,0.32697922019801745,5.0,,92.0,
tail_severity,random_3_of_4,planner_weekly,288,compound,2.526313,15,mean,505581.96024243964,0.49112210888833097,5.0,,33.0,
tail_severity,random_3_of_4,planner_weekly,289,compound,2.575405,15,mean,599014.2987153477,0.6385483740157005,4.0,,38.0,
tail_severity,random_3_of_4,planner_weekly,290,compound,2.5805249999999997,14,mean,589813.7633713331,0.4096971512371576,2.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,291,compound,2.526313,14,mean,603443.6395060418,0.5198669317744534,5.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,292,compound,2.5805249999999997,13,mean,518692.02132004744,0.06940618302611008,4.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,293,compound,2.5,13,mean,500665.3056993938,0.3034883036538333,4.4,,88.0,
tail_severity,random_3_of_4,planner_weekly,294,compound,2.814935,13,mean,649977.7980865466,0.5787353685379123,3.0,,80.0,
tail_severity,random_3_of_4,planner_weekly,295,compound,2.585645,15,mean,638768.5393304188,0.35314864578205357,4.0,,104.0,
tail_severity,random_3_of_4,planner_weekly,296,compound,2.5805249999999997,14,mean,576515.6135321584,0.4341552140822501,5.0,,29.0,
tail_severity,random_3_of_4,planner_weekly,297,compound,2.6,13,mean,638575.3238332628,0.4404455010830756,2.6,,104.8,
tail_severity,random_3_of_4,planner_weekly,298,compound,2.575405,14,mean,664443.7151116598,0.4840891660327752,5.0,,74.0,
tail_severity,random_3_of_4,planner_weekly,299,compound,2.814935,13,mean,560375.8721839604,0.3797460191547596,3.0,,110.0,
tail_severity,random_3_of_4,planner_daily,0,compound,2.585645,13,mean,1353023.7745804174,0.4344632154065208,24.8,,33.2,
tail_severity,random_3_of_4,planner_daily,1,compound,2.5805249999999997,14,mean,1273771.3506751936,0.4493052708333187,18.8,,30.0,
tail_severity,random_3_of_4,planner_daily,2,compound,2.5805249999999997,13,mean,1339291.1976708549,0.33654761617127726,28.4,,30.6,
tail_severity,random_3_of_4,planner_daily,3,compound,2.6,13,mean,1545192.9369038104,0.4248345103898473,27.2,,33.0,
tail_severity,random_3_of_4,planner_daily,4,compound,2.5805249999999997,14,mean,1391412.5563853655,0.0,20.6,,0.0,
tail_severity,random_3_of_4,planner_daily,5,compound,2.5805249999999997,15,mean,1227483.0455474332,0.32288843061940065,19.6,,37.0,
tail_severity,random_3_of_4,planner_daily,6,compound,2.585645,12,mean,1136267.5670722309,0.29624891284566,15.6,,77.2,
tail_severity,random_3_of_4,planner_daily,7,compound,2.585645,13,mean,1642997.9553499827,0.6053738455278617,32.0,,33.0,
tail_severity,random_3_of_4,planner_daily,8,compound,2.585645,13,mean,1083027.022651485,0.30552458301813545,17.8,,60.8,
tail_severity,random_3_of_4,planner_daily,9,compound,2.575405,13,mean,1623754.9896095025,0.6629310212289997,30.4,,29.0,
tail_severity,random_3_of_4,planner_daily,10,compound,2.814935,12,mean,1374749.0775464687,0.27149767557095233,27.4,,30.0,
tail_severity,random_3_of_4,planner_daily,11,compound,2.5805249999999997,14,mean,1433401.5541462551,0.2981297714708899,20.0,,36.0,
tail_severity,random_3_of_4,planner_daily,12,compound,2.5,14,mean,1556610.1619405914,0.43317648882110654,23.8,,33.0,
tail_severity,random_3_of_4,planner_daily,13,compound,2.814935,13,mean,1550718.4303594395,0.511145776861592,21.4,,30.0,
tail_severity,random_3_of_4,planner_daily,14,compound,2.575405,14,mean,1303045.1169433054,0.3749351331645191,19.8,,32.0,
tail_severity,random_3_of_4,planner_daily,15,compound,2.5,13,mean,1337665.1296387871,0.4052710976136746,25.8,,33.0,
tail_severity,random_3_of_4,planner_daily,16,compound,2.526313,12,mean,1406109.4597568188,0.44247051138633997,33.0,,32.0,
tail_severity,random_3_of_4,planner_daily,17,compound,2.526313,14,mean,1514920.2220178228,0.5432507456662579,27.8,,33.6,
tail_severity,random_3_of_4,planner_daily,18,compound,2.585645,15,mean,1375301.7324248385,0.427710058084653,25.2,,33.6,
tail_severity,random_3_of_4,planner_daily,19,compound,2.575405,13,mean,1282985.46399521,0.3433321944890612,17.0,,30.0,
tail_severity,random_3_of_4,planner_daily,20,compound,2.6,13,mean,1538060.4828739038,0.4075464097291522,29.8,,30.0,
tail_severity,random_3_of_4,planner_daily,21,compound,2.5,13,mean,1368893.2590577058,0.5079411048612958,28.0,,32.0,
tail_severity,random_3_of_4,planner_daily,22,compound,2.5805249999999997,14,mean,1475205.3306927104,0.0,21.0,,0.0,
tail_severity,random_3_of_4,planner_daily,23,compound,2.5,15,mean,1096808.068057603,0.21988804291028602,25.8,,37.0,
tail_severity,random_3_of_4,planner_daily,24,compound,2.5,13,mean,1496792.9991172333,0.5191692496190329,32.0,,29.0,
tail_severity,random_3_of_4,planner_daily,25,compound,2.526313,14,mean,1295219.8470374974,0.3376937949438077,24.6,,35.0,
tail_severity,random_3_of_4,planner_daily,26,compound,2.575405,14,mean,1657152.983474692,0.40374720389655555,26.8,,31.6,
tail_severity,random_3_of_4,planner_daily,27,compound,2.6,14,mean,1610793.441111642,0.0,21.0,,0.0,
tail_severity,random_3_of_4,planner_daily,28,compound,2.526313,15,mean,1535337.5861682133,0.4290422369885457,28.0,,33.0,
tail_severity,random_3_of_4,planner_daily,29,compound,2.5805249999999997,14,mean,1314137.0038352562,0.688090151635287,32.6,,29.0,
tail_severity,random_3_of_4,planner_daily,30,compound,2.5,13,mean,1313239.8695326098,0.4514747592683957,27.0,,33.0,
tail_severity,random_3_of_4,planner_daily,31,compound,2.5805249999999997,12,mean,1187138.8510467745,0.29941454086131686,14.6,,76.2,
tail_severity,random_3_of_4,planner_daily,32,compound,2.814935,12,mean,1186707.6678306984,0.26796420758707407,16.2,,45.2,
tail_severity,random_3_of_4,planner_daily,33,compound,2.6,13,mean,1431773.5931418303,0.0,20.2,,0.0,
tail_severity,random_3_of_4,planner_daily,34,compound,2.6,13,mean,1404733.2933962834,0.43357909955784474,25.0,,30.6,
tail_severity,random_3_of_4,planner_daily,35,compound,2.575405,13,mean,1558582.0285969735,0.5116732997915199,30.6,,30.6,
tail_severity,random_3_of_4,planner_daily,36,compound,2.526313,14,mean,1361508.933244354,0.2733058275132717,23.2,,34.4,
tail_severity,random_3_of_4,planner_daily,37,compound,2.6,14,mean,1646791.7206472491,0.5033225957616717,27.4,,33.2,
tail_severity,random_3_of_4,planner_daily,38,compound,2.814935,14,mean,1543637.3821277195,0.5610095503094353,31.2,,32.4,
tail_severity,random_3_of_4,planner_daily,39,compound,2.585645,14,mean,1553067.5603733733,0.3604659625800447,28.4,,29.0,
tail_severity,random_3_of_4,planner_daily,40,compound,2.814935,13,mean,1508428.9433939054,0.3199705997176004,28.2,,31.8,
tail_severity,random_3_of_4,planner_daily,41,compound,2.526313,13,mean,1550665.6889245585,0.2826174315816594,28.0,,31.0,
tail_severity,random_3_of_4,planner_daily,42,compound,2.526313,12,mean,1592586.7023353477,0.4485019559835461,25.6,,31.0,
tail_severity,random_3_of_4,planner_daily,43,compound,2.5805249999999997,14,mean,1804229.0188965802,0.0,22.0,,0.0,
tail_severity,random_3_of_4,planner_daily,44,compound,2.6,12,mean,1314800.9333391376,0.051648519463543804,16.6,,19.6,
tail_severity,random_3_of_4,planner_daily,45,compound,2.5805249999999997,13,mean,1243273.9103547488,0.30927252950902007,24.8,,29.0,
tail_severity,random_3_of_4,planner_daily,46,compound,2.5805249999999997,13,mean,1607479.6528955745,0.45891061458177784,20.6,,31.0,
tail_severity,random_3_of_4,planner_daily,47,compound,2.5,14,mean,1216015.5334027898,0.4563586389688246,28.4,,28.2,
tail_severity,random_3_of_4,planner_daily,48,compound,2.575405,12,mean,1171190.8614122134,0.29087475091893855,13.8,,61.2,
tail_severity,random_3_of_4,planner_daily,49,compound,2.526313,13,mean,1358166.6696393096,0.0,20.2,,0.0,
tail_severity,random_3_of_4,planner_daily,50,compound,2.5,14,mean,1119359.8445075492,0.3562476167592479,23.4,,31.0,
tail_severity,random_3_of_4,planner_daily,51,compound,2.6,14,mean,1538504.2436964782,0.36883417460812545,23.2,,35.0,
tail_severity,random_3_of_4,planner_daily,52,compound,2.575405,13,mean,1354542.4208566728,0.28105690842044195,21.0,,33.6,
tail_severity,random_3_of_4,planner_daily,53,compound,2.814935,14,mean,1563397.5044520053,0.2574354810798453,23.4,,34.0,
tail_severity,random_3_of_4,planner_daily,54,compound,2.575405,13,mean,1636587.45685296,0.5880176241585278,27.0,,31.0,
tail_severity,random_3_of_4,planner_daily,55,compound,2.585645,12,mean,1160572.9740643448,0.36491465083782093,16.8,,60.6,
tail_severity,random_3_of_4,planner_daily,56,compound,2.5805249999999997,14,mean,1428997.3628718297,0.39143496035425984,24.2,,34.2,
tail_severity,random_3_of_4,planner_daily,57,compound,2.5805249999999997,13,mean,1553215.338084986,0.4408263253456167,22.0,,33.0,
tail_severity,random_3_of_4,planner_daily,58,compound,2.6,13,mean,1656195.2947834034,0.11548411573748099,23.8,,35.2,
tail_severity,random_3_of_4,planner_daily,59,compound,2.5,13,mean,997685.172539852,0.291340374442479,17.4,,27.0,
tail_severity,random_3_of_4,planner_daily,60,compound,2.526313,12,mean,1439561.396588365,0.2952564339561084,27.8,,33.2,
tail_severity,random_3_of_4,planner_daily,61,compound,2.5805249999999997,15,mean,1546174.9078887547,0.4469277935481176,26.0,,35.0,
tail_severity,random_3_of_4,planner_daily,62,compound,2.6,12,mean,1704353.4142750248,0.43113544292933853,25.2,,32.0,
tail_severity,random_3_of_4,planner_daily,63,compound,2.6,14,mean,1697562.352781264,0.33153163684813564,24.2,,35.4,
tail_severity,random_3_of_4,planner_daily,64,compound,2.5805249999999997,13,mean,1634848.6405867555,0.5001396832125672,28.0,,30.0,
tail_severity,random_3_of_4,planner_daily,65,compound,2.5805249999999997,12,mean,1350644.977786905,0.30466518388757324,21.0,,32.0,
tail_severity,random_3_of_4,planner_daily,66,compound,2.585645,14,mean,1671944.1265643863,0.33591902939766494,22.0,,35.0,
tail_severity,random_3_of_4,planner_daily,67,compound,2.5805249999999997,14,mean,1547208.340429406,0.42472488774601425,26.8,,31.6,
tail_severity,random_3_of_4,planner_daily,68,compound,2.5,13,mean,1480640.05592321,0.37445614901485746,27.2,,32.0,
tail_severity,random_3_of_4,planner_daily,69,compound,2.5805249999999997,12,mean,1404101.3525712166,0.401621540546662,30.0,,30.2,
tail_severity,random_3_of_4,planner_daily,70,compound,2.585645,14,mean,1705820.410131295,0.5966023816871885,26.6,,34.0,
